playerID, Last_Name,  First_Name, BH, TH, teamID, Position
bourm001,Bourn,Michael,L,R,CLE,OF
branm003,Brantley,Michael,L,L,CLE,OF
carrc003,Carrasco,Carlos,R,R,CLE,P
chenb001,Chen,Bruce,L,L,CLE,P
chisl001,Chisenhall,Lonnie,L,R,CLE,3B
crock001,Crockett,Kyle,L,L,CLE,P
floyg001,Floyd,Gavin,R,R,CLE,P
gomey001,Gomes,Yan,R,R,CLE,C
hagan001,Hagadone,Nick,L,L,CLE,P
hayeb001,Hayes,Brett,R,R,CLE,C
holtt001,Holt,Tyler,R,R,CLE,OF
houst002,House,TJ,R,L,CLE,P
johnc003,Johnson,Chris,R,R,CLE,3B
kipnj001,Kipnis,Jason,L,R,CLE,2B
klubc001,Kluber,Corey,R,R,CLE,P
lee-c004,Lee,C.C.,R,R,CLE,P
lindf001,Lindor,Francisco,B,R,CLE,SS
mansj001,Manship,Jeff,R,R,CLE,P
marcs001,Marcum,Shaun,R,R,CLE,P
martm003,Martinez,Michael,B,R,CLE,2B
mcalz001,McAllister,Zach,R,R,CLE,P
moora001,Moore,Adam,R,R,CLE,C
mossb001,Moss,Brandon,L,R,CLE,OF
murat001,Murata,Toru,L,R,CLE,P
murpd005,Murphy,David,L,L,CLE,OF
perer003,Perez,Roberto,R,R,CLE,C
rabur001,Raburn,Ryan,R,R,CLE,2B
ramij003,Ramirez,Jose,B,R,CLE,2B
rzepm001,Rzepczynski,Marc,L,L,CLE,P
salad001,Salazar,Danny,L,R,CLE,P
sandj002,Sands,Jerry,R,R,CLE,OF
santc002,Santana,Carlos,B,R,CLE,C
shawb001,Shaw,Bryan,B,R,CLE,P
sotog002,Soto,Giovanni,L,L,CLE,P
swara001,Swarzak,Anthony,R,R,CLE,P
swisn001,Swisher,Nick,B,L,CLE,OF
tomlj001,Tomlin,Josh,R,R,CLE,P
urshg001,Urshela,Giovanny,R,R,CLE,3B
waltz001,Walters,Zach,B,R,CLE,SS
webbr001,Webb,Ryan,R,R,CLE,P
adamc001,Adames,Cristhian,B,R,COL,SS
arenn001,Arenado,Nolan,R,R,COL,3B
axfoj001,Axford,John,R,R,COL,P
barnb002,Barnes,Brandon,R,R,COL,OF
bergc001,Bergman,Christian,R,R,COL,P
betar001,Betancourt,Rafael,R,R,COL,P
bettc001,Bettis,Chad,R,R,COL,P
blacc001,Blackmon,Charlie,L,L,COL,OF
brotr001,Brothers,Rex,L,L,COL,P
browb005,Brown,Brooks,L,R,COL,P
butle001,Butler,Eddie,R,R,COL,P
castm002,Castro,Miguel,R,R,COL,P
casts002,Castro,Simon,R,R,COL,P
delaj001,de la Rosa,Jorge,L,L,COL,P
descd001,Descalso,Daniel,L,R,COL,2B
diazj006,Diaz,Jairo,R,R,COL,P
dickc002,Dickerson,Corey,L,R,COL,OF
flany001,Flande,Yohan,L,L,COL,P
friec001,Friedrich,Christian,R,L,COL,P
garnd001,Garneau,Dustin,R,R,COL,C
germg001,Germen,Gonzalez,R,R,COL,P
gonzc001,Gonzalez,Carlos,L,L,COL,OF
grayj003,Gray,Jon,R,R,COL,P
gurkj001,Gurka,Jason,L,L,COL,P
haled001,Hale,David,R,R,COL,P
hawkl001,Hawkins,LaTroy,R,R,COL,P
hundn001,Hundley,Nick,R,R,COL,C
kahnt001,Kahnle,Tommy,R,R,COL,P
kendk001,Kendrick,Kyle,R,R,COL,P
laffa001,Laffey,Aaron,L,L,COL,P
lemad001,LeMahieu,DJ,R,R,COL,2B
logab001,Logan,Boone,R,L,COL,P
lylej001,Lyles,Jordan,R,R,COL,P
matzt001,Matzek,Tyler,L,L,COL,P
mcbrm002,McBride,Matt,R,R,COL,OF
mckem001,McKenry,Michael,R,R,COL,C
millj006,Miller,Justin,R,R,COL,P
mornj001,Morneau,Justin,L,R,COL,1B
murpt002,Murphy,Tom,R,R,COL,C
obers001,Oberg,Scott,R,R,COL,P
ottaa001,Ottavino,Adam,L,R,COL,P
parkk001,Parker,Kyle,R,R,COL,OF
paulb001,Paulsen,Ben,L,R,COL,1B
reyej001,Reyes,Jose,B,R,COL,SS
robek002,Roberts,Ken,L,L,COL,P
rondj001,Rondon,Jorge,R,R,COL,P
rosaw001,Rosario,Wilin,R,R,COL,C
rusic001,Rusin,Chris,L,L,COL,P
stubd001,Stubbs,Drew,R,R,COL,OF
tulot001,Tulowitzki,Troy,R,R,COL,SS
ynoar001,Ynoa,Rafael,B,R,COL,2B
albua001,Alburquerque,Al,R,R,DET,P
avila001,Avila,Alex,L,R,DET,C
boydm001,Boyd,Matt,L,L,DET,P
cabrm001,Cabrera,Miguel,R,R,DET,3B
castn001,Castellanos,Nick,R,R,DET,OF
cespy001,Cespedes,Yoenis,R,R,DET,OF
chamj002,Chamberlain,Joba,R,R,DET,P
collt002,Collins,Tyler,L,L,DET,OF
davir003,Davis,Rajai,R,R,DET,OF
farmb001,Farmer,Buck,L,R,DET,P
felin001,Feliz,Neftali,R,R,DET,P
ferrj001,Ferrell,Jeff,R,R,DET,P
field001,Fields,Daniel,L,R,DET,OF
gorzt001,Gorzelanny,Tom,L,L,DET,P
gosea001,Gose,Anthony,L,L,DET,OF
grees005,Greene,Shane,R,R,DET,P
hardb001,Hardy,Blaine,L,L,DET,P
holab001,Holaday,Bryan,R,R,DET,C
iglej001,Iglesias,Jose,R,R,DET,SS
kinsi001,Kinsler,Ian,R,R,DET,SS
knudg001,Knudson,Guido,R,R,DET,P
kraum001,Krauss,Marc,L,R,DET,OF
kroli001,Krol,Ian,L,L,DET,P
lobsk001,Lobstein,Kyle,L,L,DET,P
machd001,Machado,Dixon,R,R,DET,SS
martj007,Marte,Jefry,R,R,DET,3B
martj006,Martinez,J.D.,R,R,DET,OF
martv001,Martinez,Victor,B,R,DET,C
mccaj001,McCann,James,R,R,DET,C
moyas001,Moya,Steven,L,R,DET,OF
nathj001,Nathan,Joe,R,R,DET,P
nesba001,Nesbitt,Angel,R,R,DET,P
norrd002,Norris,Daniel,L,L,DET,P
pereh001,Perez,Hernan,R,R,DET,2B
pricd001,Price,David,L,L,DET,P
romia001,Romine,Andrew,B,R,DET,SS
rondb001,Rondon,Bruce,R,R,DET,P
ryank002,Ryan,Kyle,L,L,DET,P
sanca004,Sanchez,Anibal,R,R,DET,P
simoa001,Simon,Alfredo,R,R,DET,P
sorij001,Soria,Joakim,R,R,DET,P
verhd001,VerHagen,Drew,R,R,DET,P
valdj003,Valdez,Jose,R,R,DET,P
verlj001,Verlander,Justin,R,R,DET,P
wilsa001,Wilson,Alex,R,R,DET,P
wilsj003,Wilson,Josh,R,R,DET,2B
wolfr001,Wolf,Randy,L,L,DET,P
altuj001,Altuve,Jose,R,R,HOU,2B
buchj001,Buchanan,Jake,R,R,HOU,P
cartc002,Carter,Chris,R,R,HOU,OF
castj006,Castro,Jason,L,R,HOU,C
chapk002,Chapman,Kevin,L,L,HOU,P
congh001,Conger,Hank,B,R,HOU,C
corrc001,Correa,Carlos,R,R,HOU,SS
dedus001,Deduno,Samuel,R,R,HOU,P
duffm003,Duffy,Matt,R,R,HOU,3B
felds001,Feldman,Scott,L,R,HOU,P
felim001,Feliz,Michael,R,R,HOU,P
fielj002,Fields,Josh,R,R,HOU,P
fierm001,Fiers,Michael,R,R,HOU,P
gatte001,Gattis,Evan,R,R,HOU,C
gomec002,Gomez,Carlos,R,R,HOU,OF
gonzm002,Gonzalez,Marwin,B,R,HOU,SS
gregl001,Gregerson,Luke,L,R,HOU,P
grosr001,Grossman,Robbie,B,L,HOU,OF
harrw002,Harris,Will,R,R,HOU,P
carmf001,Hernandez,Roberto,R,R,HOU,P
hoesl001,Hoes,L.J.,R,R,HOU,OF
kazms001,Kazmir,Scott,L,L,HOU,P
keucd001,Keuchel,Dallas,L,L,HOU,P
lowrj001,Lowrie,Jed,B,R,HOU,SS
marij002,Marisnick,Jake,R,R,HOU,OF
mccul002,McCullers,Lance,L,R,HOU,P
mchuc001,McHugh,Collin,R,R,HOU,P
neshp001,Neshek,Pat,B,R,HOU,P
oberb001,Oberholtzer,Brett,L,L,HOU,P
peacb001,Peacock,Brad,R,R,HOU,P
pereo002,Perez,Oliver,L,L,HOU,P
presa001,Presley,Alex,L,L,HOU,OF
qualc001,Qualls,Chad,R,R,HOU,P
rasmc001,Rasmus,Colby,L,L,HOU,OF
santd002,Santana,Domingo,R,R,HOU,OF
singj001,Singleton,Jon,L,L,HOU,OF
sippt001,Sipp,Tony,L,L,HOU,P
sprig001,Springer,George,R,R,HOU,OF
stasm001,Stassi,Max,R,R,HOU,C
strad003,Straily,Dan,R,R,HOU,P
thatj001,Thatcher,Joe,L,L,HOU,P
tuckp001,Tucker,Preston,L,L,HOU,OF
valbl001,Valbuena,Luis,L,R,HOU,2B
velav001,Velasquez,Vincent,B,R,HOU,P
villj001,Villar,Jonathan,B,R,HOU,SS
wojca001,Wojciechowski,Asher,R,R,HOU,P
alexs001,Alexander,Scott,L,L,KCA,P
almom001,Almonte,Miguel,R,R,KCA,P
blanj001,Blanton,Joe,R,R,KCA,P
brooa001,Brooks,Aaron,R,R,KCA,P
buted001,Butera,Drew,R,R,KCA,C
cainl001,Cain,Lorenzo,R,R,KCA,OF
calio001,Calixte,Orlando,R,R,KCA,SS
chamj002,Chamberlain,Joba,R,R,KCA,P
coled002,Coleman,Dusty,R,R,KCA,SS
colel001,Coleman,Louis,R,R,KCA,P
coloc002,Colon,Christian,R,R,KCA,2B
cuetj001,Cueto,Johnny,R,R,KCA,P
cuthc001,Cuthbert,Cheslor,R,R,KCA,P
daviw001,Davis,Wade,R,R,KCA,P
duffd001,Duffy,Danny,L,L,KCA,P
dysoj001,Dyson,Jarrod,L,R,KCA,OF
escoa003,Escobar,Alcides,R,R,KCA,SS
finnb001,Finnegan,Brandon,L,L,KCA,P
frasj002,Frasor,Jason,R,R,KCA,P
gomej001,Gomes,Jonny,R,R,KCA,OF
gorda001,Gordon,Alex,L,R,KCA,OF
goret001,Gore,Terrance,R,R,KCA,OF
guthj001,Guthrie,Jeremy,R,R,KCA,P
herrk001,Herrera,Kelvin,R,R,KCA,P
hochl001,Hochevar,Luke,R,R,KCA,P
hollg001,Holland,Greg,R,R,KCA,P
hosme001,Hosmer,Eric,L,L,KCA,1B
infao001,Infante,Omar,R,R,KCA,SS
krate001,Kratz,Erik,R,R,KCA,C
madsr001,Madson,Ryan,L,R,KCA,P
marim001,Mariot,Michael,R,R,KCA,P
medlk001,Medlen,Kris,B,R,KCA,P
mondr003,Mondesi,Raul,B,R,KCA,SS
moraf001,Morales,Franklin,L,L,KCA,P
morak001,Morales,Kendrys,B,R,KCA,1B
mousm001,Moustakas,Mike,L,R,KCA,3B
orlap001,Orlando,Paulo,R,R,KCA,OF
penaf001,Pena,Francisco,R,R,KCA,C
peres002,Perez,Salvador,R,R,KCA,C
pinoy001,Pino,Yohan,R,R,KCA,P
riosa002,Rios,Alex,R,R,KCA,OF
vargj001,Vargas,Jason,L,L,KCA,P
venty001,Ventura,Yordano,R,R,KCA,P
volqe001,Volquez,Edinson,R,R,KCA,P
younc003,Young,Chris,R,R,KCA,P
zobrb001,Zobrist,Ben,B,R,KCA,OF
avill001,Avilan,Luis,L,L,LAN,P
andeb004,Anderson,Brett,L,L,LAN,P
baezp001,Baez,Pedro,R,R,LAN,P
bakes002,Baker,Scott,R,R,LAN,P
barna001,Barnes,Austin,R,R,LAN,C
barnd001,Barney,Darwin,R,R,LAN,SS
beacb001,Beachy,Brandon,R,R,LAN,P
bolsm001,Bolsinger,Mike,R,R,LAN,P
calla001,Callaspo,Alberto,B,R,LAN,2B
could001,Coulombe,Daniel,L,L,LAN,P
crawc002,Crawford,Carl,L,L,LAN,OF
ellia001,Ellis,A.J.,R,R,LAN,C
ethia001,Ethier,Andre,L,L,LAN,OF
friac001,Frias,Carlos,R,R,LAN,P
garcy001,Garcia,Yimi,R,R,LAN,P
gonza003,Gonzalez,Adrian,L,L,LAN,1B
grany001,Grandal,Yasmani,B,R,LAN,C
greiz001,Greinke,Zack,R,R,LAN,P
guera001,Guerrero,Alex,R,R,LAN,2B
hatcc002,Hatcher,Chris,B,R,LAN,P
heisc001,Heisey,Chris,R,R,LAN,OF
herne001,Hernandez,Enrique,R,R,LAN,2B
howej003,Howell,J.P.,L,L,LAN,P
huffd001,Huff,David,B,L,LAN,P
jansk001,Jansen,Kenley,B,R,LAN,P
johnj010,Johnson,Jim,R,R,LAN,P
kendh001,Kendrick,Howie,R,R,LAN,2B
kersc001,Kershaw,Clayton,L,L,LAN,P
latom001,Latos,Mat,R,R,LAN,P
lee-z001,Lee,Zach,R,R,LAN,P
libea001,Liberatore,Adam,L,L,LAN,P
mccab001,McCarthy,Brandon,R,R,LAN,P
nicaj001,Nicasio,Juan,R,R,LAN,P
pedej001,Pederson,Joc,L,L,LAN,OF
peraj002,Peralta,Joel,R,R,LAN,P
peraj003,Peraza,Jose,R,R,LAN,2B
puigy001,Puig,Yasiel,R,R,LAN,OF
ravij001,Ravin,Josh,R,R,LAN,P
rodrp001,Rodriguez,Paco,L,L,LAN,P
rollj001,Rollins,Jimmy,B,R,LAN,SS
ruggj001,Ruggiano,Justin,R,R,LAN,OF
sants001,Santos,Sergio,R,R,LAN,P
sches001,Schebler,Scott,L,R,LAN,OF
seagc001,Seager,Corey,L,R,LAN,SS
surke001,Surkamp,Eric,L,L,LAN,P
thomi001,Thomas,Ian,R,L,LAN,P
torrr001,Torreyes,Ronald,R,R,LAN,SS
tsaoc001,Tsao,Chin-hui,R,R,LAN,P
turnj001,Turner,Justin,R,R,LAN,2B
uribj002,Uribe,Juan,R,R,LAN,SS
utlec001,Utley,Chase,L,R,LAN,2B
vanss001,Van Slyke,Scott,R,R,LAN,OF
westm002,West,Matt,R,R,LAN,P
wielj001,Wieland,Joe,R,R,LAN,P
wooda002,Wood,Alex,R,L,LAN,P
alvah001,Alvarez,Henderson,R,R,MIA,P
bakej001,Baker,Jeff,R,R,MIA,2B
barrk002,Barraclough,Kyle,R,R,MIA,P
bourj002,Bour,Justin,L,R,MIA,1B
brigr001,Brignac,Reid,L,R,MIA,SS
cappc001,Capps,Carter,R,R,MIA,P
cishs001,Cishek,Steve,R,R,MIA,P
conla001,Conley,Adam,L,L,MIA,P
corde001,Cordier,Erik,R,R,MIA,P
cosaj001,Cosart,Jarred,R,R,MIA,P
dietd001,Dietrich,Derek,L,R,MIA,2B
dunnm002,Dunn,Michael,L,L,MIA,P
dysos001,Dyson,Sam,R,R,MIA,P
ellib001,Ellington,Brian,R,R,MIA,P
fernj003,Fernandez,Jose,R,R,MIA,P
flork002,Flores,Kendry,R,R,MIA,P
gillc002,Gillespie,Cole,R,R,MIA,OF
gordd002,Gordon,Dee,L,R,MIA,SS
handb001,Hand,Brad,L,L,MIA,P
hared001,Haren,Dan,R,R,MIA,P
hecha001,Hechavarria,Adeiny,R,R,MIA,3B
kelld001,Kelly,Don,L,R,MIA,OF
koeht001,Koehler,Tom,R,R,MIA,P
latom001,Latos,Mat,R,R,MIA,P
lazor001,Lazo,Raudel,L,L,MIA,P
massn001,Masset,Nick,R,R,MIA,P
mathj001,Mathis,Jeff,R,R,MIA,C
mazzv001,Mazzaro,Vin,R,R,MIA,P
mcgec001,McGehee,Casey,R,R,MIA,3B
mcgos001,McGough,Scott,R,R,MIA,P
morrb002,Morris,Bryan,L,R,MIA,P
morsm001,Morse,Michael,R,R,MIA,OF
narvc001,Narveson,Chris,L,L,MIA,P
nicoj001,Nicolino,Justin,L,L,MIA,P
ozunm001,Ozuna,Marcell,R,R,MIA,OF
pheld001,Phelps,David,R,R,MIA,P
pradm001,Prado,Martin,R,R,MIA,OF
ramoa001,Ramos,A.J.,R,R,MIA,P
realj001,Realmuto,J.T.,R,R,MIA,C
reedc001,Reed,Chris,L,L,MIA,P
riena001,Rienzo,Andre,R,R,MIA,P
rojam002,Rojas,Miguel,R,R,MIA,SS
saltj001,Saltalamacchia,Jarrod,B,R,MIA,C
solad001,Solano,Donovan,R,R,MIA,2B
solaj002,Solano,Jhonatan,R,R,MIA,C
stanm004,Stanton,Giancarlo,R,R,MIA,OF
suzui001,Suzuki,Ichiro,L,R,MIA,OF
telit001,Telis,Tomas,B,R,MIA,C
urenj001,Urena,Jose,R,R,MIA,P
valdj002,Valdespin,Jordany,L,R,MIA,2B
yelic001,Yelich,Christian,L,R,MIA,OF
ashln001,Ashley,Nevin,R,R,MIL,C
barry001,Barrios,Yhonathan,B,R,MIL,P
blazm001,Blazek,Michael,R,R,MIL,P
braur002,Braun,Ryan,R,R,MIL,OF
broxj001,Broxton,Jonathan,R,R,MIL,P
centj001,Centeno,Juan,L,R,MIL,C
cottn001,Cotts,Neal,L,L,MIL,P
cravt001,Cravy,Tyler,R,R,MIL,P
davik003,Davis,Khris,R,R,MIL,OF
daviz001,Davies,Zach,R,R,MIL,P
fierm001,Fiers,Michael,R,R,MIL,P
garzm001,Garza,Matt,R,R,MIL,P
genns001,Gennett,Scooter,L,R,MIL,2B
gofod001,Goforth,David,R,R,MIL,P
gomec002,Gomez,Carlos,R,R,MIL,OF
gomeh001,Gomez,Hector,R,R,MIL,SS
guilp001,Guilmet,Preston,R,R,MIL,P
herre001,Herrera,Elian,B,R,MIL,2B
housa001,Houser,Adrian,R,R,MIL,P
jeffj001,Jeffress,Jeremy,R,R,MIL,P
jimec002,Jimenez,Cesar,L,L,MIL,P
jimel002,Jimenez,Luis,R,R,MIL,3B
jungt001,Jungmann,Taylor,R,R,MIL,P
kintb001,Kintzler,Brandon,R,R,MIL,P
knebc001,Knebel,Corey,R,R,MIL,P
linda001,Lind,Adam,L,L,MIL,OF
lohsk001,Lohse,Kyle,R,R,MIL,P
lopej004,Lopez,Jorge,R,R,MIL,P
lucrj001,Lucroy,Jonathan,R,R,MIL,C
maldm001,Maldonado,Martin,R,R,MIL,C
nelsj004,Nelson,Jimmy,R,R,MIL,P
parrg001,Parra,Gerardo,L,L,MIL,OF
penaa003,Pena,Ariel,R,R,MIL,P
peraw001,Peralta,Wily,R,R,MIL,P
pereh001,Perez,Hernan,R,R,MIL,2B
petes002,Peterson,Shane,L,L,MIL,OF
ramia001,Ramirez,Aramis,R,R,MIL,3B
reedm001,Reed,Michael,R,R,MIL,OF
rivey001,Rivera,Yadiel,R,R,MIL,SS
rodrf003,Rodriguez,Francisco,R,R,MIL,P
rogej002,Rogers,Jason,R,R,MIL,3B
santd002,Santana,Domingo,R,R,MIL,OF
sardl001,Sardinas,Luis,B,R,MIL,SS
schal001,Schafer,Logan,L,L,MIL,OF
seguj002,Segura,Jean,R,R,MIL,SS
smitw002,Smith,Will,R,L,MIL,P
thort001,Thornburg,Tyler,R,R,MIL,P
wagnt001,Wagner,Tyler,R,R,MIL,P
wootr001,Wooten,Rob,R,R,MIL,P
achta001,Achter,A.J.,R,R,MIN,P
arcio001,Arcia,Oswaldo,L,R,MIN,OF
bernd001,Bernier,Doug,R,R,MIN,3B
boyeb001,Boyer,Blaine,R,R,MIN,P
buxtb001,Buxton,Byron,R,R,MIN,OF
cottn001,Cotts,Neal,L,L,MIN,P
dozib001,Dozier,Brian,R,R,MIN,SS
duenb001,Duensing,Brian,L,L,MIN,P
dufft001,Duffey,Tyler,R,R,MIN,P
escoe001,Escobar,Eduardo,B,R,MIN,SS
fienc001,Fien,Casey,R,R,MIN,P
fryee001,Fryer,Eric,R,R,MIN,C
gibsk002,Gibson,Kyle,R,R,MIN,P
grahj002,Graham,J.R.,R,R,MIN,P
herrc001,Herrmann,Chris,L,R,MIN,C
hicka001,Hicks,Aaron,B,R,MIN,OF
hughp001,Hughes,Phil,R,R,MIN,P
huntt001,Hunter,Torii,R,R,MIN,OF
jepsk001,Jepsen,Kevin,R,R,MIN,P
keplm001,Kepler,Max,L,L,MIN,OF
mauej001,Mauer,Joe,L,R,MIN,1B
may-t001,May,Trevor,R,R,MIN,P
meyea001,Meyer,Alex,R,R,MIN,P
milot001,Milone,Tom,L,L,MIN,P
nolar001,Nolasco,Ricky,R,R,MIN,P
nunee002,Nunez,Eduardo,R,R,MIN,OF
orour001,O'Rourke,Ryan,R,L,MIN,P
pelfm001,Pelfrey,Mike,R,R,MIN,P
perkg001,Perkins,Glen,L,L,MIN,P
plout001,Plouffe,Trevor,R,R,MIN,SS
polaj001,Polanco,Jorge,B,R,MIN,SS
presr001,Pressly,Ryan,R,R,MIN,P
robis001,Robinson,Shane,R,R,MIN,OF
rosae001,Rosario,Eddie,L,R,MIN,OF
sanom001,Sano,Miguel,R,R,MIN,3B
santd001,Santana,Danny,B,R,MIN,SS
sante001,Santana,Ervin,R,R,MIN,P
schaj002,Schafer,Jordan,L,L,MIN,OF
staut001,Stauffer,Tim,R,R,MIN,P
suzuk001,Suzuki,Kurt,R,R,MIN,C
thiec001,Thielbar,Caleb,R,L,MIN,P
thoma003,Thompson,Aaron,L,L,MIN,P
tonkm001,Tonkin,Michael,R,R,MIN,P
vargk001,Vargas,Kennys,B,R,MIN,1B
ackld001,Ackley,Dustin,L,R,NYA,OF
baila001,Bailey,Andrew,R,R,NYA,P
beltc001,Beltran,Carlos,B,R,NYA,CF
betad001,Betances,Dellin,R,R,NYA,P
birdg001,Bird,Greg,L,R,NYA,1B
burad001,Burawa,Danny,R,R,NYA,P
capuc001,Capuano,Chris,L,L,NYA,P
carpd001,Carpenter,David,R,R,NYA,P
cothc001,Cotham,Caleb,R,R,NYA,P
davik002,Davies,Kyle,R,R,NYA,P
depaj004,De Paula,Jose,R,L,NYA,P
drews001,Drew,Stephen,L,R,NYA,SS
ellsj001,Ellsbury,Jacoby,L,L,NYA,OF
eovan001,Eovaldi,Nathan,R,R,NYA,P
figuc001,Figueroa,Cole,L,R,NYA,2B
florr003,Flores,Ramon,L,L,NYA,OF
gardb001,Gardner,Brett,L,L,NYA,OF
goodn001,Goody,Nick,R,R,NYA,P
gregd001,Gregorius,Didi,L,R,NYA,SS
headc001,Headley,Chase,B,R,NYA,3B
heats001,Heathcott,Slade,L,L,NYA,OF
joneg002,Jones,Garrett,L,L,NYA,1B
lindj005,Lindgren,Jacob,L,L,NYA,P
martc007,Martin,Chris,R,R,NYA,P
mccab002,McCann,Brian,L,R,NYA,C
milla002,Miller,Andrew,L,L,NYA,P
mitcb001,Mitchell,Bryan,L,R,NYA,P
mored001,Moreno,Diego,R,R,NYA,P
murpj001,Murphy,John Ryan,R,R,NYA,C
noelr001,Noel,Rico,R,R,NYA,OF
novai001,Nova,Ivan,R,R,NYA,P
pazoj001,Pazos,James,R,L,NYA,P
petig001,Petit,Gregorio,R,R,NYA,SS
pindb001,Pinder,Branden,R,R,NYA,P
pinem001,Pineda,Michael,R,R,NYA,P
pirej001,Pirela,Jose,R,R,NYA,2B
ramij004,Ramirez,Jose,R,R,NYA,P
refsr001,Refsnyder,Rob,R,R,NYA,2B
rodra001,Rodriguez,Alex,R,R,NYA,3B
rogee002,Rogers,Esmil,R,R,NYA,P
romia002,Romine,Austin,R,R,NYA,C
rumbn001,Rumbelow,Nick,R,R,NYA,P
ryanb002,Ryan,Brendan,R,R,NYA,SS
sabac001,Sabathia,CC,L,L,NYA,P
sancg002,Sanchez,Gary,R,R,NYA,C
sants001,Santos,Sergio,R,R,NYA,P
sevel001,Severino,Luis,R,R,NYA,P
shrec001,Shreve,Chasen,L,L,NYA,P
tanam001,Tanaka,Masahiro,R,R,NYA,P
teixm001,Teixeira,Mark,B,R,NYA,1B
tracm001,Tracy,Matt,L,L,NYA,P
warra001,Warren,Adam,R,R,NYA,P
whitc001,Whitley,Chase,R,R,NYA,P
willm007,Williams,Mason,L,R,NYA,OF
wilsj004,Wilson,Justin,L,L,NYA,P
younc004,Young,Chris,R,R,NYA,OF
alvad001,Alvarez,Dario,L,L,NYN,P
blevj001,Blevins,Jerry,L,L,NYN,P
campe001,Campbell,Eric,R,R,NYN,2B
carlb001,Carlyle,Buddy,L,R,NYN,P
cecid001,Ceciliani,Darrell,L,L,NYN,OF
cespy001,Cespedes,Yoenis,R,R,NYN,OF
clipt001,Clippard,Tyler,R,R,NYN,P
colob001,Colon,Bartolo,R,R,NYN,P
confm001,Conforto,Michael,L,R,NYN,OF
cuddm001,Cuddyer,Michael,R,R,NYN,OF
darnt001,d'Arnaud,Travis,R,R,NYN,C
degrj001,deGrom,Jacob,L,R,NYN,P
dudal001,Duda,Lucas,L,R,NYN,OF
famij001,Familia,Jeurys,R,R,NYN,P
florw001,Flores,Wilmer,R,R,NYN,3B
gee-d001,Gee,Dillon,R,R,NYN,P
gilms001,Gilmartin,Sean,L,L,NYN,P
goede001,Goeddel,Erik,R,R,NYN,P
granc001,Granderson,Curtis,L,R,NYN,RF
harvm001,Harvey,Matt,R,R,NYN,P
herrd002,Herrera,Dilson,R,R,NYN,2B
johnk003,Johnson,Kelly,L,R,NYN,OF
lagaj001,Lagares,Juan,R,R,NYN,OF
leatj001,Leathersich,Jack,R,L,NYN,P
matzs001,Matz,Steven,R,L,NYN,P
maybj001,Mayberry,John,R,R,NYN,OF
mejij001,Mejia,Jenrry,R,R,NYN,P
monej001,Monell,Johnny,L,R,NYN,C
montr004,Montero,Rafael,R,R,NYN,P
morra001,Morris,Akeel,R,R,NYN,P
munod001,Muno,Danny,B,R,NYN,2B
murpd006,Murphy,Daniel,L,R,NYN,3B
niesj001,Niese,Jon,L,L,NYN,P
nieuk001,Nieuwenhuis,Kirk,L,R,NYN,OF
oflae001,O'Flaherty,Eric,L,L,NYN,P
parnb001,Parnell,Bobby,R,R,NYN,P
plawk001,Plawecki,Kevin,R,R,NYN,C
recka001,Recker,Anthony,R,R,NYN,C
reeda001,Reed,Addison,L,R,NYN,P
roblh001,Robles,Hansel,R,R,NYN,P
staut001,Stauffer,Tim,R,R,NYN,P
syndn001,Syndergaard,Noah,L,R,NYN,P
tejar001,Tejada,Ruben,R,R,NYN,SS
torra002,Torres,Alex,L,L,NYN,P
torrc001,Torres,Carlos,R,R,NYN,P
uribj002,Uribe,Juan,R,R,NYN,SS
verrl001,Verrett,Logan,R,R,NYN,P
wrigd002,Wright,David,R,R,NYN,3B
youne003,Young,Eric,B,R,NYN,OF
abadf001,Abad,Fernando,L,L,OAK,P
alvar001,Alvarez,R.J.,R,R,OAK,P
andeb005,Anderson,Bryan,L,R,OAK,C
bassc001,Bassitt,Chris,R,R,OAK,P
blaic001,Blair,Carson,R,R,OAK,C
brooa001,Brooks,Aaron,R,R,OAK,P
burnb002,Burns,Billy,B,R,OAK,OF
butlb003,Butler,Billy,R,R,OAK,OF
canhm001,Canha,Mark,R,R,OAK,1B
casta004,Castro,Angel,R,R,OAK,P
chavj001,Chavez,Jesse,R,R,OAK,P
clipt001,Clippard,Tyler,R,R,OAK,P
cookr001,Cook,Ryan,R,R,OAK,P
could001,Coulombe,Daniel,L,L,OAK,P
crisc001,Crisp,Coco,B,R,OAK,OF
davii001,Davis,Ike,L,L,OAK,1B
dools001,Doolittle,Sean,L,L,OAK,P
doubf001,Doubront,Felix,L,L,OAK,P
dullr001,Dull,Ryan,R,R,OAK,P
fulds001,Fuld,Sam,L,L,OAK,OF
gentc001,Gentry,Craig,R,R,OAK,OF
gravk001,Graveman,Kendall,R,R,OAK,P
grays001,Gray,Sonny,R,R,OAK,P
hahnj001,Hahn,Jesse,R,R,OAK,P
kazms001,Kazmir,Scott,L,L,OAK,P
ladet001,Ladendorf,Tyler,R,R,OAK,2B
lawrb002,Lawrie,Brett,R,R,OAK,3B
leona001,Leon,Arnold,R,R,OAK,P
martc008,Martin,Cody,R,R,OAK,P
millb001,Mills,Brad,R,L,OAK,P
mujie001,Mujica,Edward,R,R,OAK,P
muncm001,Muncy,Max,L,R,OAK,3B
nolis001,Nolin,Sean,L,L,OAK,P
oflae001,O'Flaherty,Eric,L,L,OAK,P
